validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
True,"Our Lady of Peace, Conway - Every other Friday of Lent",Church,"1000 Third Ave. Conway, PA",,"Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 11:30 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM, Friday May 4 from 11:00 AM to 7:00 PM","Fridays, Feb. 16, March 2, 16, 30 (Good Friday), May 4, 11 a.m.-7 p.m.",,"Menu: shrimp dinner, $9 adult, $8.50 senior; baked or fried fish dinner, $8.50 adults, $8 senior, $7 children ages 12 and under; chicken dinner, $8.50 adult, $8 seniors, $7 children 12 and under; fish sandwich, $7.50. Dinner includes cole slaw, roll, coffee, and choice of side (french fries, macaroni and cheese, baked potato). Extra side order for $1.50 each. Children under 6 eat in dining room free. Guests can buy whole dessert, or enjoy a piece with any dinner. ",,724-869-5723,,,True,,True,True,True,,40.660245,-80.236547
True,St. Elias Byzantine,Church,"4200 Homestead-Duquesne Road, Munhall, PA 15120",http://steliasmunhallpa.weebly.com/lenten-kitchen.html,"Friday Feb 16 from 11:30 AM to 6:00 PM, Friday Feb 23 from 11:30 AM to 6:00 PM, Friday Mar 2 from 11:30 AM to 6:00 PM, Friday Mar 9 from 11:30 AM to 6:00 PM, Friday Mar 16 from 11:30 AM to 6:00 PM, Friday Mar 23 from 11:30 AM to 6:00 PM",Voted GOLD under Best Ethnic category by Tribune Review South Readers.,https://steliasmunhallpa.weebly.com/lenten-kitchen.html,"Baked Fish Dinner (w./ fries 'n slaw)
Fried Fish Dinner (w./ fries 'n slaw)
Butterfly Shrimp Dinner (w./fries 'n slaw)
Fish Sandwich
Pirohi
Mac 'n Cheese
Haluski
Various Hungarian Pastries
",,412-461-9271,,True,True,False,True,,True,,40.383301,-79.895522
True,"St. Maurice, Forest Hills",Church,"2001 Ardmore Boulevard, Pittsburgh, Pennsylvania 15221, United States",http://stmauriceparish.org/,"Friday Feb 16 from 2:30 PM to 7:00 PM, Friday Feb 23 from 2:30 PM to 7:00 PM, Friday Mar 2 from 2:30 PM to 7:00 PM, Friday Mar 9 from 2:30 PM to 7:00 PM, Friday Mar 16 from 2:30 PM to 7:00 PM, Friday Mar 23 from 2:30 PM to 7:00 PM, Friday Mar 30 from 2:30 PM to 7:00 PM","Friday of Lent, including Good Friday, 2:30-7 p.m. Pierogies are frozen and sold for take-out only.",,"Menu features fried and baked fish, shrimp, cole slaw, macaroni and cheese, haluski, french fries, pizza, sandwiches and pasta. Potato and cheese and sauerkraut pierogies are available for purchase by the dozen for take-out only.",The fish fry will be in Keane Hall,412-723-1200,,True,True,False,False,True,True,,40.421506,-79.851648
True,Unionville Methodist Church,Church,"1297 PA-68, Rochester, PA 15074",http://unionvilleumc.org/,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM",When: Every Friday throughout Lent/Times: 4-7 pm/Take out menu available 4-6 pm,,"Adult Fish Dinner - $10
Adult Chicken Tender Dinner - $10
Adult Shrimp Dinner - $11
Fish Sandwich Dinner - $10
All dinners include French Fries or Mac n Cheese and Food Bar
Senior Dinner Discount available
Child Menu Available
Ala Carte Menu Available
Fish Sandwich Only $6

",Family Life Center, (724) 843-0862,,,True,,False,,True,,40.746226,-80.206967
True,St. Mary of the Assumption (Glenshaw),Church,"2510 Middle Road, Glenshaw, PA 15116",http://www.stmaryglenshaw.org/,"Friday Feb 16 from 4:30 PM to 7:00 PM, Friday Feb 23 from 4:30 PM to 7:00 PM, Friday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 9 from 4:30 PM to 7:00 PM, Friday Mar 16 from 4:30 PM to 7:00 PM, Friday Mar 23 from 4:30 PM to 7:00 PM","Fridays of Lent, except Good Friday, 4:30-7 p.m.",,"Adult and senior dinner menu includes baked or fried fish, with roll or sandwich bun, choice of three sides (corn, green beans, baked potato, macaroni and cheese), choice of applesauce or cole slaw, dessert and beverage. Cost: $10 adults; $9 seniors; $6 children, ages 4-10; $4 children ages 3 and under. Special a la carte menu available.",Marian Hall,412-684-1112,,,True,,False,True,True,,40.554213,-79.932372
True,Trough Creek Valley VFD,Fire Department,"103 Seminary Street, Cassville, Pennsylvania 16623, United States",https://www.facebook.com/TCV21/,"Friday Mar 23 from 4:00 PM to 6:30 PM, Friday Mar 30 from 4:00 PM to 6:30 PM","Baked or fried fish, potato, tomatoes, Mac & cheese, drink and dessert, all for just $10.00 ( child's $5.00)./Eat in or take out/4:00-6:30/Bring a friend~tell a neighbor",,,,,,,,,False,,True,,40.292744,-78.025453
True,Moon Township VFC,Fire Department,"1000 Beaver Grade Road, Moon Township, PA 15108",http://moontwpfire.com,"Friday Feb 16 from 11:00 AM to 8:00 PM, Friday Feb 23 from 11:00 AM to 8:00 PM, Friday Mar 2 from 11:00 AM to 8:00 PM, Friday Mar 9 from 11:00 AM to 8:00 PM, Friday Mar 16 from 11:00 AM to 8:00 PM, Friday Mar 23 from 11:00 AM to 8:00 PM, Friday Mar 30 from 11:00 AM to 8:00 PM","Come and eat at the Volunteer Fire Company's Fish Fry on Fridays throughout lent. Take out dinners and sit downs are available. Choose from fish, shrimp, or chicken finger dinners, sandwiches, and desserts. Dinners include fries and cole slaw. *Hours for 2018 have not been verified).",,"Choose from fish, shrimp, or chicken finger dinners, sandwiches, and desserts. Dinners include fries and cole slaw.",,412-262-5006,,False,True,False,True,,True,,40.504618,-80.208152
True,Imperial VFD,Fire Department,"111 Pine Street, Imperial, Pennsylvania 15126, United States",http://imperialvfd.org/,"Friday Feb 16 from 10:00 AM to 7:00 PM, Friday Feb 23 from 10:00 AM to 7:00 PM, Friday Mar 2 from 10:00 AM to 7:00 PM, Friday Mar 9 from 10:00 AM to 7:00 PM, Friday Mar 16 from 10:00 AM to 7:00 PM, Friday Mar 23 from 10:00 AM to 7:00 PM, Friday Mar 30 from 10:00 AM to 7:00 PM",,,,,724-695-8845,,,True,,True,,True,,40.451553,-80.24675
True,Epiphany (Uptown),Church,"164 Washington Place Pittsburgh, Pa. 15219",www.epiphanychurch.net,"Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM",,,"Deep fried or Baked fish sandwich on bun - $9.00
Crab cakes (2) - $6.00
Jumbo Shrimp (6) - $7.00
Pierogies (3) - $3.00
French Fries - $2.00
Cole Slaw - $2.00
Clam Chowder (New England style) - $3.00
",McDowell Hall; below church,412-471-1008,,,True,False,True,,True,,40.439768,-79.990649
True,"Our Lady of Grace, Scott Township",Church,"310 Kane Blvd. Scott Township, PA",http://www.olgscott.org/,"Wednesday Feb 14 from 4:30 PM to 7:00 PM, Friday Feb 23 from 4:30 PM to 7:00 PM, Friday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 9 from 4:30 PM to 7:00 PM, Friday Mar 16 from 4:30 PM to 7:00 PM, Friday Mar 23 from 4:30 PM to 7:00 PM, Friday Mar 30 from 3:30 PM to 7:00 PM",,https://1.cdn.edl.io/o7UyN6IDVlvsF3iBUgkC33TK8z3eVw0lxoxjhsPdCMfWQHjM.pdf,"Dinner menu features fried and baked fish, shrimp, crab cake, seafood platter. Dinners include drink, dessert, baked potato, roll and cole slaw. A la carte menu includes lobster bisque, macaroni and cheese, pierogies, haluski, pizza, french fries, baked potatoes and more.",Conroy Hall (school),412-200-2694,,,True,,False,,True,,40.373327,-80.08519
False,Elwood's Pub,Resturant,"163 Little Deer Creek Rd., Rural Ridge, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,82.0,40.589245,-79.827979
False,Nied's Hotel,Restaurant,"5438 Butler St, Pittsburgh, PA 15201",http://niedshotel.myfastsite.com/,"Friday Mar 16 from 7:00 AM to 11:45 PM, Friday Mar 30 from 7:00 AM to 11:45 PM, Friday Mar 2 from 7:00 AM to 11:45 PM, Friday Mar 9 from 7:00 AM to 11:45 PM, Friday Mar 23 from 7:00 AM to 11:45 PM, Friday Feb 23 from 7:00 AM to 11:45 PM, Friday Feb 16 from 7:00 AM to 11:45 PM",famous fish sandwich,http://niedshotel.myfastsite.com/menu/,,,412-781-9853,,,True,True,True,,False,163.0,40.483363,-79.949836
False,Bulldog Pub,Restaurant,"1818 Morningside Ave. Pittsburgh, PA 15206",https://www.facebook.com/BulldogPubPGH/,"Friday Mar 23 from 12:00 PM to 8:00 PM, Friday Feb 23 from 12:00 PM to 8:00 PM, Friday Mar 30 from 12:00 PM to 8:00 PM, Friday Mar 2 from 12:00 PM to 8:00 PM, Friday Mar 9 from 12:00 PM to 8:00 PM, Friday Feb 16 from 12:00 PM to 8:00 PM, Friday Mar 16 from 12:00 PM to 8:00 PM",,,,,412-404-2775,,,True,True,True,,False,171.0,40.486705,-79.92653
True,St. Nicholas Serbian Orthodox,Church,"2110 Haymaker Road, Monroeville, PA",http://www.stnicholasmonroeville.org/,"Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM",Klub Karadjordje fish fry 4-7 every Friday during Lent.,,,,412-856-8166,stnicholasmonroeville@gmail.com,,,False,False,,True,,40.404933,-79.756456
True,"Most Holy Name of Jesus, Troy Hill",Church,"1515 Tinsbury Street, Pittsburgh, Pennsylvania 15212, United States",,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM","Fridays of Lent, except Good Friday, 4-7 p.m.",,"Dinner menu, $10: fried or baked cod; crab cakes (two); breaded jumbo shrimp (six). Dinners come with choice of two sides (french fries, homemade macaroni and cheese, homemade cole slaw, applesauce, stewed tomatoes), homemade dessert, beverage (for dine-in only). A la carte menu and takeout available.",school hall,,,,True,,False,True,True,,40.464173,-79.983499
False,Fayette City VFC,Fire Department,"340 Second Street, Fayette City, PA 15438",,,,,,,xxx-xxx-xxxx,,,,,,,False,128.0,40.098682,-79.839722
True,Elizabeth United Methodist Church,Church,"317 South Second Avenue, Elizabeth, Pennsylvania 15037, United States",,"Friday Feb 16 from 11:00 AM to 1:00 PM, Friday Feb 23 from 11:00 AM to 1:00 PM, Friday Mar 2 from 11:00 AM to 1:00 PM, Friday Mar 9 from 11:00 AM to 1:00 PM, Friday Mar 16 from 11:00 AM to 1:00 PM, Friday Mar 23 from 11:00 AM to 1:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM",When: Fridays in Lent Except Good Friday/Times: Lunch is from 11:00 am - 1:00 pm & Dinner is from 4:00 pm - 7:00 pm/,,"Available items include a Fish Dinner, Shrimp Dinner, Combo Dinner, or Crab Cake Dinner at $11 or smaller portion at $9. All dinners include one side dish, coleslaw, roll, cake, & beverage. Fish sandwiches are $8, Fish or Shrimp on a Dish is $7, Crab cake is $4, Clam Chowder is $3, Mac & Cheese, Haluski, Coleslaw, or French Fries are $2 each. Cake is $1. Dine in beverages are free.
",church's social hall,(412) 384-7050,,,True,,True,,True,,40.271121,-79.888332
True,Our Lady of Lourdes,Church,"1109 Main St. Burgettstown, PA",www.facebook.com/ololburgettstown,"Wednesday Feb 14 from 3:00 PM to 7:00 PM, Friday Feb 16 from 3:00 PM to 7:00 PM, Friday Feb 23 from 3:00 PM to 7:00 PM, Friday Mar 2 from 3:00 PM to 7:00 PM, Friday Mar 9 from 3:00 PM to 7:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM","For information, call 724-947-5076 or 724-947-3363, or visit www.facebook.com/ololburgettstown.",,"Menu features fried and baked fish, crab cakes, fried shrimp, pierogies, cabbage and noodles, macaroni and cheese, french fries, hush puppies, soup of the day and homemade desserts. Cost: dinner, $10-$11; child, $5; sandwich, $8. Takeout available; call 724-947-5076. ",,724-947-5076 or 724-947-3363,,,True,,,True,True,,40.373218,-80.389857
False,St Michael Parish,Church,"1221 National Road, Wheeling, Wv",stmikesparishschool.org,"Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM",,,"Baked Fish Dinner - 7 Six Piece Shrimp Dinner - 7 Fish Dinner - 7 Includes Two Sides and a Roll. Side Dishes include French Fries - 1 Green Beans - 1 Mac and Cheese - 1 Cole Slaw - 1 Baked Potato - 1 There are also a la carte items including pizza - 2 and grilled cheese - 2. Soda, bottled water, and coffee - 1. ",,304-242-1560 takeout,,False,True,False,False,,False,273.0,40.073288,-80.683142
True,"St. Ann, Waynesburg",Church,"232 E. High St. Waynesburg, PA",,"Friday Feb 16 from 11:30 AM to 1:00 PM, Friday Feb 16 from 4:30 PM to 7:00 PM, Friday Feb 23 from 11:30 AM to 1:00 PM, Friday Feb 23 from 4:30 PM to 7:00 PM, Friday Mar 2 from 11:30 AM to 1:00 PM, Friday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 9 from 11:30 AM to 1:00 PM, Friday Mar 9 from 4:30 PM to 7:00 PM, Friday Mar 16 from 11:30 AM to 1:00 PM, Friday Mar 16 from 4:30 PM to 7:00 PM, Friday Mar 23 from 11:30 AM to 1:00 PM, Friday Mar 23 from 4:30 PM to 7:00 PM, Friday Mar 30 from 11:30 AM to 1:00 PM, Friday Mar 30 from 4:30 PM to 7:00 PM",,https://www.facebook.com/stannchurchwbg/photos/rpp.1813413848884489/2430278980531303/?type=3&theater,,,724-627-7568 option 5 or EXT 17,,,,,,,True,,39.896451,-80.183427
True,St. Ferdinand,Church,"2535 Rochester Rd Cranberry Township, PA",http://stferd.org/,"Friday Feb 16 from 11:30 AM to 1:30 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 11:30 AM to 1:30 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 11:30 AM to 1:30 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 11:30 AM to 1:30 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 11:30 AM to 1:30 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 11:30 AM to 1:30 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 3:00 PM to 7:00 PM",https://www.facebook.com/saintferdinandcranberry/photos/a.792356890806571.1073741826.345338188841779/1385459621496292/?type=3&theater,http://stferd.org/fish-dinners/,"Homemade Tossed Cheese Pizza $2.00
Homemade Soup of the Week $2.00
Pierogi or Haluski $3.00
Macaroni and Cheese $3.00
French Fries $2.00
Cole Slaw $1.00
Apple Sauce $1.00
Baked or Fried Fish Fillet $6.00
Fish Sandwich $7
All Fish Dinners include a choice of Baked or Fried Fish Fillet, French Fries, Homemade Haluski or Homemade Macaroni and Cheese, and a choice of Applesauce, Coleslaw or Green Beans. 
Adult Fish Dinner $10
Child`s Dinner $6
Pierogi Dinner $8
Brownie and Ice Cream included with dine-in dinners
Brownie included with take-out dinners; Ice Cream donated by Ice Box Creamery-",Oldenski Hall,724-776-2899,,,True,,True,,True,,40.698105,-80.110371
False,St. Boniface,Church,"359 Main Street, Kersey, PA",http://www.st-boniface.org/,"Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM",,,,,xxx-xxx-xxxx,,,True,,False,,False,56.0,41.361494,-78.601931
True,Pitcairn Hose Company #1,Fire Department,"100 Center Ave., Pitcairn, PA",,"Friday Feb 16 from 4:00 PM to 8:00 PM, Friday Feb 23 from 4:00 PM to 8:00 PM, Friday Mar 2 from 4:00 PM to 8:00 PM, Friday Mar 9 from 4:00 PM to 8:00 PM, Friday Mar 16 from 4:00 PM to 8:00 PM, Friday Mar 23 from 4:00 PM to 8:00 PM, Friday Mar 30 from 4:00 PM to 8:00 PM",Free in town delivery.  ,https://www.facebook.com/PittsburghLentenFishFryMap/posts/1616708431757622,,Behind Sunoco,412-372-7040,,False,True,False,False,,True,,40.401789,-79.777859
True,American Legion Post 868,Community Organization,"1100 Wildlife Lodge Rd., Lower Burrell, PA",https://www.facebook.com/American-Legion-Post-868-112935482084816/,"Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM",,,,,724-339-9417,,,,,True,True,True,,40.583376,-79.710824
False,Seward Volunteer Fire Company Auxiliary,Fire Department,"1230 10th Street Seward, Pa. 15954",https://www.facebook.com/SewardVFC/,"Friday Mar 2 from 12:00 PM to 6:00 PM, Friday Mar 23 from 12:00 PM to 6:00 PM, Friday Feb 16 from 12:00 PM to 6:00 PM, Friday Feb 23 from 12:00 PM to 6:00 PM, Friday Mar 30 from 12:00 PM to 6:00 PM, Friday Mar 16 from 12:00 PM to 6:00 PM, Friday Mar 9 from 12:00 PM to 6:00 PM",,,"Dinners ($10.00 each): - Fried Fish Sandwich - Baked Fish Dinner - Shrimp Dinner - Chicken Strips Dinner All Dinners include: Choice of One - Cabbage & Noodles, Mac & Cheese, French Fries, or Stewed Tomatoes Choice of: Coleslaw or Applesauce Choice of Cake. A'la carte: $7.00 - Fish Sandwich, Baked Fish, Shrimp, or Chicken Strips $1.50 - Cabbage & Noodles, Mac & Cheese, French Fries, Stewed Tomatoes $1.00 - Coleslaw or Cake $0.75 - Applesauce",,xxx-xxx-xxxx,,,True,,True,,False,29.0,40.413379,-79.024207
True,Holy Child (Bridgeville),Church,"220 Station St. Bridgeville, PA 15107",http://www.holychildrcparish.org,"Wednesday Feb 14 from 11:00 AM to 1:00 PM, Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 11:00 AM to 1:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 11:00 AM to 1:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 11:00 AM to 1:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 11:00 AM to 1:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 11:00 AM to 1:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 11:00 AM to 1:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM",,http://www.holychildrcparish.org/documents/2018/2/DOC020818.pdf,,School Building,412-221-6514,,,True,False,True,,True,,40.359053,-80.11533
False,Washington Township VFC,Fire Department,"1314 Axton St Belle Vernon, Pennsylvania",https://www.facebook.com/Washington-Twp-VFC-116733318342068/,"Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM",,https://www.facebook.com/116733318342068/photos/a.370045689677495.111863.116733318342068/1655755587773159/?type=3&theater,,,724-929-4172,,,True,,True,,False,120.0,40.118249,-79.841409
True,Monroeville VFD #3,Fire Department,"2601 Third Street, Monroeville Mall, Pennsylvania 15146, United States",,"Wednesday Feb 14 from 11:00 AM to 8:00 PM, Friday Feb 16 from 11:00 AM to 8:00 PM, Friday Feb 23 from 11:00 AM to 8:00 PM, Friday Mar 2 from 11:00 AM to 8:00 PM, Friday Mar 9 from 11:00 AM to 8:00 PM, Friday Mar 16 from 11:00 AM to 8:00 PM, Friday Mar 23 from 11:00 AM to 8:00 PM, Friday Mar 30 from 11:00 AM to 8:00 PM",Ash Wednesday  and Every Friday until Easter including Good Friday 11am til 8pm,,"Beer Batter Cod sandwich 8.00
Fish sandwich platter (2 sides) 10.50
Cajun Clam Chowder 4.00
Halushki
mac and cheese
cole slaw
Fried and coconut shrimp
",Social Hall,(412) 824-1563,,,True,,True,,True,,40.397682,-79.802884
True,St. Joan of Arc (South Park),Church,"6414 Montour Street, South Park, Pennsylvania 15129, United States",www.mystjoan.org,"Wednesday Feb 14 from 11:00 AM to 7:00 PM, Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM",Dine-in or takeout. ,,"Menu features fried and baked fish, salmon and crab cakes. Sandwiches are $8. ",Domremy Hall,412-854-3173,,,True,,True,True,True,,40.287091,-80.025897
False,Piper's Pub,Restaurant,"1828 E Carson St., Pittsburgh, PA 15203",http://www.piperspub.com/,,,,,,412-381-3977,,,True,True,True,True,False,305.0,40.428427,-79.979431
